rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,targetDt
2,2,0,OLD,20183454,요로나의 저주,2019-04-17,169992450,15.0,-28258440,-14.3,393802340,20208,-3272,-13.9,46529,585,2505,20190418
3,3,0,NEW,20198982,크게 될 놈,2019-04-18,108193550,9.6,108193550,100,123674550,14535,14535,100,16364,363,798,20190418
4,4,-1,OLD,20180825,미성년,2019-04-11,83941210,7.4,-14654240,-14.9,1673995260,10363,-1940,-15.8,195500,507,1323,20190418
5,5,-1,OLD,20185406,헬보이,2019-04-10,65942960,5.8,-17930980,-21.4,2323523054,8238,-2179,-20.9,270478,488,1443,20190418
6,6,0,OLD,20176103,돈,2019-03-20,52057990,4.6,-13768150,-20.9,28452241862,6667,-1510,-18.5,3340146,394,825,20190418
7,7,-2,OLD,20182501,왓칭,2019-04-17,48280450,4.3,-16539600,-25.5,134697500,6125,-2056,-25.1,16889,465,1289,20190418
8,8,1,OLD,19990220,노팅 힐,1999-07-03,31770700,2.8,-2557600,-7.5,66384000,4118,-394,-8.7,8733,173,542,20190418
9,9,-2,OLD,20198104,바이스,2019-04-11,31218900,2.8,-12239400,-28.2,840385200,3906,-1457,-27.2,99042,182,516,20190418
10,10,-2,OLD,20185784,나의 특별한 형제,2019-05-01,20236000,1.8,-11993000,-37.2,122193000,3877,-1173,-23.2,19892,14,14,20190418
1,1,0,OLD,20183096,생일,2019-04-03,307912135,20.3,81141245,35.8,7755705426,36846,7831,27,932672,727,2744,20190419
2,2,0,OLD,20183454,요로나의 저주,2019-04-17,257045425,16.9,87052975,51.2,650847765,28242,8034,39.8,74771,590,2589,20190419
3,3,0,OLD,20198982,크게 될 놈,2019-04-18,102440730,6.7,-5752820,-5.3,226115280,12763,-1772,-12.2,29127,418,999,20190419
4,4,0,OLD,20180825,미성년,2019-04-11,108628210,7.2,24687000,29.4,1782623470,12429,2066,19.9,207929,541,1401,20190419
5,5,0,OLD,20185406,헬보이,2019-04-10,88018350,5.8,22075390,33.5,2411541404,10171,1933,23.5,280649,517,1471,20190419
6,6,0,OLD,20176103,돈,2019-03-20,72485960,4.8,20427970,39.2,28524727822,8613,1946,29.2,3348759,387,851,20190419
7,7,0,OLD,20182501,왓칭,2019-04-17,68752825,4.5,20472375,42.4,203450325,7957,1832,29.9,24846,475,1287,20190419
8,8,3,OLD,20181877,캡틴 마블,2019-03-06,61356440,4.0,30212860,97,50783231123,6924,3102,81.2,5718475,161,303,20190419
9,9,0,OLD,20198104,바이스,2019-04-11,46930300,3.1,15711400,50.3,887315500,5429,1523,39,104471,184,543,20190419
10,10,-2,OLD,19990220,노팅 힐,1999-07-03,45894400,3.0,14123700,44.5,112278400,5317,1199,29.1,14050,181,567,20190419
1,1,0,OLD,20183096,생일,2019-04-03,599578994,23.1,291666859,94.7,8355284420,70426,33580,91.1,1003098,878,3317,20190420
2,2,0,OLD,20183454,요로나의 저주,2019-04-17,444486726,17.1,187441301,72.9,1095334491,48637,20395,72.2,123408,620,2678,20190420
3,3,1,OLD,20180825,미성년,2019-04-11,182416590,7.0,73788380,67.9,1965040060,20667,8238,66.3,228596,560,1494,20190420
4,4,4,OLD,20181877,캡틴 마블,2019-03-06,167557530,6.5,106201090,173.1,50950788653,18607,11683,168.7,5737082,202,466,20190420
5,5,-2,OLD,20198982,크게 될 놈,2019-04-18,145368740,5.6,42928010,41.9,371484020,17669,4906,38.4,46796,447,1236,20190420
6,6,-1,OLD,20185406,헬보이,2019-04-10,152133497,5.9,64115147,72.8,2563674901,17351,7180,70.6,298000,517,1526,20190420
7,7,-1,OLD,20176103,돈,2019-03-20,139501310,5.4,67015350,92.5,28664229132,15842,7229,83.9,3364601,404,937,20190420
8,8,-1,OLD,20182501,왓칭,2019-04-17,97115607,3.7,28362782,41.3,300565932,11130,3173,39.9,35976,484,1243,20190420
9,9,1,OLD,19990220,노팅 힐,1999-07-03,81546300,3.1,35651900,77.7,193824700,9312,3995,75.1,23362,183,611,20190420
10,10,-1,OLD,20198104,바이스,2019-04-11,80318100,3.1,33387800,71.1,967633600,9272,3843,70.8,113743,192,557,20190420
1,1,0,OLD,20183096,생일,2019-04-03,539663210,23.8,-59915784,-10,8894947630,63042,-7384,-10.5,1066140,855,3232,20190421
2,2,0,OLD,20183454,요로나의 저주,2019-04-17,345731960,15.3,-98754766,-22.2,1441066451,37652,-10985,-22.6,161060,587,2546,20190421
3,3,0,OLD,20180825,미성년,2019-04-11,171628050,7.6,-10788540,-5.9,2136668110,19505,-1162,-5.6,248101,561,1459,20190421
4,4,0,OLD,20181877,캡틴 마블,2019-03-06,164170330,7.2,-3387200,-2,51114958983,18353,-254,-1.4,5755435,223,521,20190421
5,5,0,OLD,20198982,크게 될 놈,2019-04-18,130370850,5.8,-14997890,-10.3,501854870,15476,-2193,-12.4,62272,445,1221,20190421
6,6,0,OLD,20185406,헬보이,2019-04-10,123315740,5.4,-28817757,-18.9,2686990641,13910,-3441,-19.8,311910,510,1446,20190421
7,7,0,OLD,20176103,돈,2019-03-20,119269360,5.3,-20231950,-14.5,28783498492,13477,-2365,-14.9,3378078,404,914,20190421
8,8,0,OLD,20182501,왓칭,2019-04-17,90034330,4.0,-7081277,-7.3,390600262,10163,-967,-8.7,46139,463,1164,20190421
9,9,0,OLD,19990220,노팅 힐,1999-07-03,71001600,3.1,-10544700,-12.9,264826300,8057,-1255,-13.5,31419,183,589,20190421
10,10,0,OLD,20198104,바이스,2019-04-11,67217600,3.0,-13100500,-16.3,1034851200,7840,-1432,-15.4,121583,192,535,20190421
1,1,0,OLD,20183096,생일,2019-04-03,170648890,21.5,-369014320,-68.4,9065596520,21995,-41047,-65.1,1088135,783,2836,20190422
2,2,0,OLD,20183454,요로나의 저주,2019-04-17,106221370,13.4,-239510590,-69.3,1547287821,12805,-24847,-66,173865,557,2098,20190422
3,3,0,OLD,20180825,미성년,2019-04-11,74751120,9.4,-96876930,-56.4,2211419230,9284,-10221,-52.4,257385,516,1364,20190422
4,4,1,OLD,20198982,크게 될 놈,2019-04-18,60121220,7.6,-70249630,-53.9,561976090,7981,-7495,-48.4,70253,413,1076,20190422
5,5,-1,OLD,20181877,캡틴 마블,2019-03-06,58555840,7.4,-105614490,-64.3,51173514823,7076,-11277,-61.4,5762511,196,498,20190422
6,6,1,OLD,20176103,돈,2019-03-20,38822060,4.9,-80447300,-67.5,28822320552,4859,-8618,-63.9,3382937,371,825,20190422
7,7,-1,OLD,20185406,헬보이,2019-04-10,38508450,4.9,-84807290,-68.8,2725499091,4841,-9069,-65.2,316751,466,1200,20190422
8,8,0,OLD,20182501,왓칭,2019-04-17,31016690,3.9,-59017640,-65.6,421616952,3922,-6241,-61.4,50061,413,908,20190422
9,9,0,OLD,19990220,노팅 힐,1999-07-03,29125900,3.7,-41875700,-59,293952200,3822,-4235,-52.6,35241,171,538,20190422
10,10,1,OLD,20198844,아이 엠 마더,2019-04-11,23044700,2.9,-26894800,-53.9,725823700,3361,-2482,-42.5,87314,139,431,20190422
1,1,0,OLD,20183096,생일,2019-04-03,167174950,19.6,-3473940,-2,9232771470,21873,-122,-0.6,1110008,783,2830,20190423
2,2,0,OLD,20183454,요로나의 저주,2019-04-17,89977110,10.5,-16244260,-15.3,1637264931,10738,-2067,-16.1,184603,557,1980,20190423
3,3,0,OLD,20180825,미성년,2019-04-11,80267430,9.4,5516310,7.4,2291686660,10144,860,9.3,267529,537,1397,20190423
4,4,0,OLD,20198982,크게 될 놈,2019-04-18,72248540,8.4,12127320,20.2,634224630,9785,1804,22.6,80038,422,1096,20190423
5,5,0,OLD,20181877,캡틴 마블,2019-03-06,70671580,8.3,12115740,20.7,51244186403,8620,1544,21.8,5771131,212,548,20190423
6,6,0,OLD,20176103,돈,2019-03-20,36035810,4.2,-2786250,-7.2,28858356362,4603,-256,-5.3,3387540,375,804,20190423
7,7,0,OLD,20185406,헬보이,2019-04-10,35152070,4.1,-3356380,-8.7,2760651161,4367,-474,-9.8,321118,465,1129,20190423
8,8,1,OLD,19990220,노팅 힐,1999-07-03,33307200,3.9,4181300,14.4,327259400,4272,450,11.8,39513,175,543,20190423
9,9,1,OLD,20198844,아이 엠 마더,2019-04-11,26621100,3.1,3576400,15.5,752444800,4044,683,20.3,91358,135,427,20190423
10,10,-2,OLD,20182501,왓칭,2019-04-17,27763310,3.2,-3253380,-10.5,449380262,3439,-483,-12.3,53500,423,866,20190423
1,1,22,OLD,20184889,어벤져스: 엔드게임,2019-04-24,9678989600,97.1,9669629600,103308,9688349600,1338729,1338105,214439.9,1339353,2760,12544,20190424
2,2,-1,OLD,20183096,생일,2019-04-03,106838670,1.1,-60336280,-36.1,9339610140,17660,-4213,-19.3,1127668,422,883,20190424
3,3,0,OLD,20180825,미성년,2019-04-11,20569840,0.2,-59697590,-74.4,2312256500,3315,-6829,-67.3,270844,156,207,20190424
4,4,0,OLD,20198982,크게 될 놈,2019-04-18,19336600,0.2,-52911940,-73.2,653561230,3122,-6663,-68.1,83160,203,280,20190424
5,5,-3,OLD,20183454,요로나의 저주,2019-04-17,20137550,0.2,-69839560,-77.6,1657402481,3013,-7725,-71.9,187616,183,275,20190424
6,6,2,OLD,19990220,노팅 힐,1999-07-03,11662500,0.1,-21644700,-65,338921900,1618,-2654,-62.1,41131,128,178,20190424
7,7,-2,OLD,20181877,캡틴 마블,2019-03-06,10077790,0.1,-60593790,-85.7,51254264193,1497,-7123,-82.6,5772628,55,65,20190424
8,8,4,OLD,20198104,바이스,2019-04-11,9332500,0.1,-10950300,-54,1085681500,1421,-1081,-43.2,128135,62,91,20190424
9,9,4,OLD,20198912,노무현과 바보들,2019-04-18,6688800,0.1,-9514260,-58.7,136481240,1064,-1097,-50.8,17347,163,177,20190424
10,10,0,NEW,20199189,미스 스티븐스,2019-05-02,5221000,0.1,5221000,100,6762800,1043,1043,100,1185,15,16,20190424
1,1,0,OLD,20184889,어벤져스: 엔드게임,2019-04-24,7148951550,95.3,-2530038050,-26.1,16837301150,832180,-506549,-37.8,2171533,2759,12337,20190425
2,2,94,OLD,20198183,뽀로로 극장판 보물섬 대모험,2019-04-25,113249440,1.5,113234440,754896.3,132893440,16260,16257,541900,18580,530,935,20190425
3,3,-1,OLD,20183096,생일,2019-04-03,72857060,1.0,-33981610,-31.8,9412467200,9375,-8285,-46.9,1137043,423,777,20190425
4,4,1,OLD,20183454,요로나의 저주,2019-04-17,17530920,0.2,-2606630,-12.9,1674933401,2081,-932,-30.9,189697,160,234,20190425
5,5,-2,OLD,20180825,미성년,2019-04-11,15507530,0.2,-5062310,-24.6,2327764030,1995,-1320,-39.8,272839,129,156,20190425
6,6,-2,OLD,20198982,크게 될 놈,2019-04-18,13891640,0.2,-5444960,-28.2,667452870,1992,-1130,-36.2,85152,127,171,20190425
7,7,0,OLD,20181877,캡틴 마블,2019-03-06,14567320,0.2,4489530,44.5,51268831513,1790,293,19.6,5774418,60,72,20190425
8,8,-2,OLD,19990220,노팅 힐,1999-07-03,12673800,0.2,1011300,8.7,351595700,1609,-9,-0.6,42740,125,191,20190425
9,9,29,OLD,20169323,안도 타다오,2019-04-25,8281000,0.1,7598000,1112.4,17546200,1032,896,658.8,2357,43,55,20190425
10,10,-1,OLD,20198912,노무현과 바보들,2019-04-18,4990600,0.1,-1698200,-25.4,141471840,795,-269,-25.3,18142,33,38,20190425
1,1,0,OLD,20184889,어벤져스: 엔드게임,2019-04-24,9735827020,95.8,2586875470,36.2,26573128170,1046691,214511,25.8,3218224,2796,12831,20190426
2,2,0,OLD,20198183,뽀로로 극장판 보물섬 대모험,2019-04-25,127026520,1.3,13777080,12.2,259919960,15951,-309,-1.9,34531,508,927,20190426
3,3,0,OLD,20183096,생일,2019-04-03,96018680,0.9,23161620,31.8,9508485880,11510,2135,22.8,1148553,410,714,20190426
4,4,0,OLD,20183454,요로나의 저주,2019-04-17,25696740,0.3,8165820,46.6,1700630141,2805,724,34.8,192502,158,222,20190426
5,5,2,OLD,20181877,캡틴 마블,2019-03-06,22423760,0.2,7856440,53.9,51291255273,2530,740,41.3,5776948,66,83,20190426
6,6,-1,OLD,20180825,미성년,2019-04-11,21862740,0.2,6355210,41,2349626770,2494,499,25,275333,128,159,20190426
7,7,1,OLD,19990220,노팅 힐,1999-07-03,19994282,0.2,7320482,57.8,371589982,2239,630,39.2,44979,129,196,20190426
8,8,-2,OLD,20198982,크게 될 놈,2019-04-18,15376830,0.2,1485190,10.7,682829700,2166,174,8.7,87318,110,154,20190426
9,9,0,OLD,20169323,안도 타다오,2019-04-25,12580200,0.1,4299200,51.9,30126400,1423,391,37.9,3780,44,58,20190426
10,10,3,OLD,20198104,바이스,2019-04-11,7799984,0.1,3631484,87.1,1097649984,855,341,66.3,129504,53,72,20190426
1,1,0,OLD,20184889,어벤져스: 엔드게임,2019-04-24,14970007600,92.3,5234180580,53.8,41543135770,1662469,615778,58.8,4880693,2835,13397,20190427
2,2,0,OLD,20198183,뽀로로 극장판 보물섬 대모험,2019-04-25,921076650,5.7,794050130,625.1,1180996610,117772,101821,638.3,152303,728,1635,20190427
3,3,0,OLD,20183096,생일,2019-04-03,89871710,0.6,-6146970,-6.4,9598357590,10758,-752,-6.5,1159311,334,471,20190427
4,4,1,OLD,20181877,캡틴 마블,2019-03-06,27814840,0.2,5391080,24,51319070113,3321,791,31.3,5780269,54,65,20190427
5,5,-1,OLD,20183454,요로나의 저주,2019-04-17,24038490,0.1,-1658250,-6.5,1724668631,2723,-82,-2.9,195225,128,150,20190427
6,6,1,OLD,19990220,노팅 힐,1999-07-03,21787500,0.1,1793218,9,393377482,2420,181,8.1,47399,112,147,20190427
7,7,-1,OLD,20180825,미성년,2019-04-11,18887490,0.1,-2975250,-13.6,2368514260,2289,-205,-8.2,277622,106,118,20190427
8,8,1,OLD,20169323,안도 타다오,2019-04-25,16751450,0.1,4171250,33.2,46877850,1792,369,25.9,5572,47,63,20190427
9,9,-1,OLD,20198982,크게 될 놈,2019-04-18,13640300,0.1,-1736530,-11.3,696470000,1764,-402,-18.6,89082,93,114,20190427
10,10,7,OLD,20183773,장난스런 키스,2019-03-27,10970340,0.1,7308898,199.6,3468496410,1256,824,190.7,424479,35,39,20190427
1,1,0,OLD,20184889,어벤져스: 엔드게임,2019-04-24,12812523680,91.2,-2157483920,-14.4,54355659450,1427355,-235114,-14.1,6308048,2833,13055,20190428
2,2,0,OLD,20198183,뽀로로 극장판 보물섬 대모험,2019-04-25,963244570,6.9,42167920,4.6,2144241180,122713,4941,4.2,275016,736,1655,20190428
3,3,0,OLD,20183096,생일,2019-04-03,74449500,0.5,-15422210,-17.2,9672807090,9068,-1690,-15.7,1168379,344,459,20190428
4,4,0,OLD,20181877,캡틴 마블,2019-03-06,24499490,0.2,-3315350,-11.9,51343569603,2948,-373,-11.2,5783217,54,64,20190428
5,5,1,OLD,19990220,노팅 힐,1999-07-03,22682800,0.2,895300,4.1,416060282,2559,139,5.7,49958,115,144,20190428
6,6,2,OLD,20169323,안도 타다오,2019-04-25,19277980,0.1,2526530,15.1,66155830,2183,391,21.8,7755,47,61,20190428
7,7,-2,OLD,20183454,요로나의 저주,2019-04-17,16249170,0.1,-7789320,-32.4,1740917801,1900,-823,-30.2,197125,125,140,20190428
8,8,-1,OLD,20180825,미성년,2019-04-11,13874010,0.1,-5013480,-26.5,2382388270,1683,-606,-26.5,279305,93,102,20190428
9,9,0,OLD,20198982,크게 될 놈,2019-04-18,9175420,0.1,-4464880,-32.7,705645420,1238,-526,-29.8,90320,88,108,20190428
10,10,1,OLD,20198104,바이스,2019-04-11,9026200,0.1,-1814300,-16.7,1117516684,1012,-170,-14.4,131698,45,63,20190428
1,1,0,OLD,20184889,어벤져스: 엔드게임,2019-04-24,4098002220,92.9,-8714521460,-68,58453661670,471596,-955759,-67,6779644,2787,12393,20190429
2,2,0,OLD,20198183,뽀로로 극장판 보물섬 대모험,2019-04-25,70042930,1.6,-893201640,-92.7,2214284110,9602,-113111,-92.2,284618,458,819,20190429
3,3,0,OLD,20183096,생일,2019-04-03,45703390,1.0,-28746110,-38.6,9718510480,5996,-3072,-33.9,1174375,374,617,20190429
4,4,0,NEW,20199448,어린 의뢰인,2019-05-22,31173000,0.7,31173000,100,43015000,3424,3424,100,4798,10,12,20190429
5,5,0,OLD,19990220,노팅 힐,1999-07-03,15012200,0.3,-7670600,-33.8,431072482,1976,-583,-22.8,51934,132,198,20190429
6,6,0,NEW,20197147,어글리 돌,2019-05-01,13970000,0.3,13970000,100,17066000,1662,1662,100,1989,13,13,20190429
7,7,2,OLD,20198982,크게 될 놈,2019-04-18,11590020,0.3,2414600,26.3,717235440,1629,391,31.6,91949,113,153,20190429
8,8,0,OLD,20180825,미성년,2019-04-11,11236510,0.3,-2637500,-19,2393624780,1471,-212,-12.6,280776,108,131,20190429
9,9,-5,OLD,20181877,캡틴 마블,2019-03-06,11034820,0.3,-13464670,-55,51354604423,1419,-1529,-51.9,5784636,65,88,20190429
10,10,0,NEW,20197503,서스페리아,2019-05-16,12176800,0.3,12176800,100,14083800,1218,1218,100,1412,17,17,20190429
1,1,0,OLD,20184889,어벤져스: 엔드게임,2019-04-24,4742333860,92.8,644331640,15.7,63195995530,551321,79725,16.9,7330965,2802,12584,20190430
2,2,0,OLD,20198183,뽀로로 극장판 보물섬 대모험,2019-04-25,76642490,1.5,6599560,9.4,2290926600,10720,1118,11.6,295338,474,835,20190430
3,3,0,OLD,20183096,생일,2019-04-03,65606450,1.3,19903060,43.5,9784116930,8896,2900,48.4,1183271,402,646,20190430
4,4,0,NEW,20184082,걸캅스,2019-05-09,33143000,0.6,33143000,100,34872000,3679,3679,100,3926,10,17,20190430
5,5,0,OLD,19990220,노팅 힐,1999-07-03,20033500,0.4,5021300,33.4,451105982,2651,675,34.2,54585,139,202,20190430
6,6,2,OLD,20180825,미성년,2019-04-11,19789580,0.4,8553070,76.1,2413414360,2536,1065,72.4,283312,133,164,20190430
7,7,2,OLD,20181877,캡틴 마블,2019-03-06,18542320,0.4,7507500,68,51373146743,2396,977,68.9,5787032,64,91,20190430
8,8,-1,OLD,20198982,크게 될 놈,2019-04-18,10572890,0.2,-1017130,-8.8,727808330,1522,-107,-6.6,93471,110,145,20190430
9,9,2,OLD,20183454,요로나의 저주,2019-04-17,10227300,0.2,1843490,22,1759528911,1354,301,28.6,199532,122,150,20190430
10,10,2,OLD,20169323,안도 타다오,2019-04-25,10221530,0.2,2849230,38.6,83749660,1334,404,43.4,10019,43,64,20190430
1,1,0,OLD,20184889,어벤져스: 엔드게임,2019-04-24,7425056550,78.4,2682722690,56.6,70621052080,911374,360053,65.3,8242339,2508,11104,20190501
2,2,12,OLD,20185784,나의 특별한 형제,2019-05-01,1031612550,10.9,1025926050,18041.4,1278181050,133028,132300,18173.1,169371,734,3019,20190501
3,3,-1,OLD,20198183,뽀로로 극장판 보물섬 대모험,2019-04-25,730599150,7.7,653956660,853.3,3021525750,102381,91661,855,397719,669,1297,20190501
4,4,7,OLD,20197147,어글리 돌,2019-05-01,89425540,0.9,81562540,1037.3,114354540,12842,11835,1175.3,15838,353,417,20190501
5,5,-2,OLD,20183096,생일,2019-04-03,23233310,0.2,-42373140,-64.6,9807350240,3389,-5507,-61.9,1186660,102,141,20190501
6,6,0,NEW,20199736,프렌즈: 둥지탈출,2019-05-01,20698750,0.2,20698750,100,22948750,3020,3020,100,3270,184,190,20190501
7,7,0,OLD,20181877,캡틴 마블,2019-03-06,19456880,0.2,914560,4.9,51392603623,2537,141,5.9,5789569,48,73,20190501
8,8,2,OLD,20169323,안도 타다오,2019-04-25,16788330,0.2,6566800,64.2,100537990,2188,854,64,12207,49,69,20190501
9,9,-3,OLD,20180825,미성년,2019-04-11,13613330,0.1,-6176250,-31.2,2427027690,1812,-724,-28.5,285124,39,53,20190501
10,10,-5,OLD,19990220,노팅 힐,1999-07-03,8582300,0.1,-11451200,-57.2,459688282,1105,-1546,-58.3,55690,32,42,20190501
1,1,0,OLD,20184889,어벤져스: 엔드게임,2019-04-24,3212715990,78.9,-4212340560,-56.7,73833768070,376822,-534552,-58.7,8619161,2458,10630,20190502
2,2,0,OLD,20185784,나의 특별한 형제,2019-05-01,564562100,13.9,-467050450,-45.3,1842743150,72339,-60689,-45.6,241710,770,3147,20190502
3,3,0,OLD,20198183,뽀로로 극장판 보물섬 대모험,2019-04-25,71685560,1.8,-658913590,-90.2,3093211310,10470,-91911,-89.8,408189,465,723,20190502
4,4,0,NEW,20060347,판의 미로 - 오필리아와 세 개의 열쇠,2006-11-30,30632200,0.8,30632200,100,2819405048,3658,3658,100,475576,44,92,20190502
5,5,0,NEW,20187981,배심원들,2019-05-15,27071000,0.7,27071000,100,30747000,3007,3007,100,3473,11,14,20190502
6,6,-2,OLD,20197147,어글리 돌,2019-05-01,18168000,0.4,-71257540,-79.7,132522540,2868,-9974,-77.7,18706,212,235,20190502
7,7,0,NEW,20198598,명탐정 피카츄,2019-05-09,20450000,0.5,20450000,100,20450000,2182,2182,100,2182,11,11,20190502
8,8,3,OLD,20199189,미스 스티븐스,2019-05-02,11334150,0.3,5401550,91,24029550,1482,736,98.7,3413,64,109,20190502
9,9,0,NEW,20190923,킹 오브 프리즘 -샤이니 세븐 스타즈- Ⅲ 레오×유우×알렉,2019-05-02,11449410,0.3,11449410,100,11449410,1455,1455,100,1455,34,47,20190502
10,10,-3,OLD,20181877,캡틴 마블,2019-03-06,11227370,0.3,-8229510,-42.3,51403830993,1409,-1128,-44.5,5790978,58,90,20190502
1,1,0,OLD,20184889,어벤져스: 엔드게임,2019-04-24,5164106910,82.2,1951390920,60.7,78997874980,567060,190238,50.5,9186221,2490,11045,20190503
2,2,0,OLD,20185784,나의 특별한 형제,2019-05-01,822674110,13.1,258112010,45.7,2665417260,97692,25353,35,339402,784,3129,20190503
3,3,0,OLD,20198183,뽀로로 극장판 보물섬 대모험,2019-04-25,110202320,1.8,38516760,53.7,3203413630,15950,5480,52.3,424139,513,819,20190503
4,4,2,OLD,20197147,어글리 돌,2019-05-01,25595850,0.4,7427850,40.9,158118390,3924,1056,36.8,22630,242,269,20190503
5,5,6,OLD,20199736,프렌즈: 둥지탈출,2019-05-01,13731200,0.2,5399400,64.8,45011750,2278,901,65.4,6925,102,105,20190503
6,6,-2,OLD,20060347,판의 미로 - 오필리아와 세 개의 열쇠,2006-11-30,14792500,0.2,-15839700,-51.7,2834197548,1713,-1945,-53.2,477289,38,91,20190503
7,7,5,OLD,20183096,생일,2019-04-03,12455710,0.2,3805430,44,9828456230,1651,458,38.4,1189504,98,135,20190503
8,8,0,OLD,20199189,미스 스티븐스,2019-05-02,14245090,0.2,2910940,25.7,38274640,1560,78,5.3,4973,64,111,20190503
9,9,1,OLD,20181877,캡틴 마블,2019-03-06,13609420,0.2,2382050,21.2,51417440413,1544,135,9.6,5792522,58,86,20190503
10,10,3,OLD,20169323,안도 타다오,2019-04-25,9644000,0.2,935320,10.7,118890670,1114,-74,-6.2,14509,51,81,20190503
1,1,0,OLD,20184889,어벤져스: 엔드게임,2019-04-24,8137198240,76.4,2973091330,57.6,87135073220,899865,332805,58.7,10086086,2443,10623,20190504
2,2,0,OLD,20185784,나의 특별한 형제,2019-05-01,1257268950,11.8,434594840,52.8,3922686210,146784,49092,50.3,486186,745,2746,20190504
3,3,0,OLD,20198183,뽀로로 극장판 보물섬 대모험,2019-04-25,597767930,5.6,487565610,442.4,3801181560,75621,59671,374.1,499760,763,1660,20190504
4,4,0,NEW,20198598,명탐정 피카츄,2019-05-09,449485960,4.2,449485960,100,469935960,54170,54170,100,56352,628,1569,20190504
5,5,-1,OLD,20197147,어글리 돌,2019-05-01,49157450,0.5,23561600,92.1,207275840,6442,2518,64.2,29072,310,349,20190504
6,6,0,OLD,20060347,판의 미로 - 오필리아와 세 개의 열쇠,2006-11-30,21075600,0.2,6283100,42.5,2855273148,2433,720,42,479722,38,89,20190504
7,7,1,OLD,20199189,미스 스티븐스,2019-05-02,18400630,0.2,4155540,29.2,56675270,2107,547,35.1,7080,62,99,20190504
