title,release_date,imdb_id,tmdb_id,overview,origin_country,popularity,runtime,vote_average,vote_count,directors,directors_id,directors_popularity,cast_top5,cast_top5_id,cast_top5_popularity,genres,production_companies,production_companies_id,production_countries,audiAcc
Ride Your Wave,2019-06-21,tt9193612,530079,"Hinako is a surf-loving college student who has just moved to a small seaside town. When a sudden fire breaks out at her apartment building, she is rescued by Minato, a handsome firefighter, and the two soon fall in love.",JP,4.5796,94,7.6,341,Masaaki Yuasa,93107,1.2689,"Ryota Katayose, Rina Kawaei, Honoka Matsumoto, Kentaro Ito, Mami Horikoshi","1847886, 1255096, 1925752, 1709947, 1252706","0.8162, 1.1405, 1.0989, 1.4482, 0.821","Animation, Romance, Comedy, Drama, Fantasy","Science SARU, Fuji Television Network, TOHO, jeki, Shogakukan, KDDI, Lawson Entertainment","99494, 3341, 882, 8157, 9149, 11848, 104184",JP,8811
Pokémon the Movie: Mewtwo Strikes Back - Evolution,2019-07-12,tt8856470,571891,"After accepting an invitation from a mysterious trainer, Ash, Misty and Brock meet Mewtwo, an artificially created Pokémon who wants to do battle.",JP,4.2922,98,6.7,541,"Motonori Sakakibara, Kunihiko Yuyama","21693, 65429","0.2408, 1.7442","Rica Matsumoto, Ikue Otani, Mayumi Izuka, Satomi Korogi, Yuji Ueda","65424, 73044, 65426, 217924, 65427","1.8657, 2.1046, 1.5557, 2.0389, 2.2339","Animation, Adventure, Fantasy, Action, Family","OLM, The Pokémon Company, Shogakukan, TV Tokyo, jeki, TOHO, Shogakukan-Shueisha Productions, Pikachu Project, TakaraTomy, Sprite Animation Studios","5372, 12654, 9149, 3034, 8157, 882, 12655, 12653, 13070, 82077",JP,86080
KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,2019-08-30,tt9239552,532067,"It is not strange that the Demon Lord's forces fear the Crimson Demons, the clan from which Megumin and Yunyun originate. Even if the Demon Lord's generals attack their village, the Crimson Demons can just easily brush them off with their supreme mastery of advanced and overpowered magic.  When Yunyun receives a seemingly serious letter regarding a potential disaster coming to her hometown, she immediately informs Kazuma Satou and the rest of his party. After a series of wacky misunderstandings, it turns out to be a mere prank by her fellow demon who wants to be an author. Even so, Megumin becomes worried about her family and sets out toward the Crimson Demons' village with the gang.  There, Kazuma and the others decide to sightsee the wonders of Megumin's birthplace. However, they soon come to realize that the nonsense threat they received might have been more than just a joke.",JP,5.3698,90,8.1,563,Takaomi Kanasaki,1281402,0.7713,"Jun Fukushima, Rie Takahashi, Sora Amamiya, Ai Kayano, Yui Horie","115301, 1492982, 1325034, 1254671, 202806","1.6565, 3.4455, 4.3574, 5.6197, 2.7805","Animation, Adventure, Comedy, Fantasy","J.C.STAFF, KADOKAWA, Sammy, Nippon Columbia, Sony Music Entertainment, MAGES., KADOKAWA Media House, 81 Produce, Toranoana","11884, 2073, 36342, 13066, 648, 85401, 157001, 104444, 165700",JP,4932
Violet Evergarden: Eternity and the Auto Memory Doll,2019-09-06,tt10477558,610892,"Isabella, the daughter of the noble York family, is enrolled in an all-girls academy to be groomed into a dame worthy of nobility. However, she has given up on her future, seeing the prestigious school as nothing more than a prison from the outside world. Her family notices her struggling in her lessons and decides to hire Violet Evergarden to personally tutor her under the guise of a handmaiden.  At first, Isabella treats Violet coldly. Violet seems to be able to do everything perfectly, leading Isabella to assume that she was born with a silver spoon. After some time, Isabella begins to realize that Violet has had her own struggles and starts to open up to her. Isabella soon reveals that she has lost contact with her beloved younger sister, whom she yearns to see again.  Having experienced the power of words through her past clientele, Violet asks if Isabella wishes to write a letter to Taylor. Will Violet be able to help Isabella convey her feelings to her long-lost sister?",JP,5.1157,91,8.1,403,Haruka Fujita,1661032,1.4493,"Yui Ishikawa, Minako Kotobuki, Aoi Yuuki, Koki Uchiyama, Takehito Koyasu","1224288, 1249310, 936275, 1254052, 84508","2.3918, 2.0679, 2.6992, 3.8026, 3.8053","Drama, Fantasy, Animation","Kyoto Animation, Pony Canyon, ABC Animation, Bandai Namco Arts","5438, 9148, 86839, 136217",JP,1889
Lupin III: The First,2019-12-06,tt10621032,614587,"The iconic ""gentleman thief"" Lupin III returns in an action-packed, continent-spanning adventure, as Lupin III and his colorful underworld companions race to uncover the secrets of the mysterious Bresson Diary, before it falls into the hands of a dark cabal that will stop at nothing to resurrect the Third Reich.",JP,2.4191,93,7.3,296,Takashi Yamazaki,43652,1.7759,"Kanichi Kurita, Kiyoshi Kobayashi, Miyuki Sawashiro, Daisuke Namikawa, Koichi Yamadera","1046843, 82508, 186341, 110665, 20664","1.1186, 1.6549, 3.4726, 2.9228, 3.1434","Adventure, Action, Animation","TMS Entertainment, TOHO, Monkey Punch Pictures, Marza Animation Planet, Yomiuri Telecasting Corporation, Hiroshima Telecasting, Miyagi Television Broadcasting, Abe Shuji, Fukuoka Broadcasting System, Nihon Television Network, Sapporo Television Broadcasting Company, Shirogumi, Shizuoka Daiichi Television, Chukyo TV Broadcasting Company","7164, 882, 14330, 77884, 11727, 11722, 11723, 12383, 11720, 145478, 78956, 11327, 11724, 33677",JP,1130
Fate/stay night: Heaven's Feel III. Spring Song,2020-08-15,tt8092118,390635,"As Sakura drowns in the murky darkness of the sins she has committed, Shirou's vow to protect her at all costs leads him into a raging battle to put an end to the Holy Grail War.  Will Shirou's wish reach Sakura even as he challenges fate itself in a desperate battle against the rising tide?",JP,4.4092,120,7.7,184,Tomonori Sudo,1196401,0.9851,"Noriaki Sugiyama, Noriko Shitaya, Ayako Kawasumi, Kana Ueda, Mai Kadowaki","82056, 114904, 151183, 230471, 1221867","2.2078, 1.3249, 3.097, 1.897, 1.1439","Animation, Romance, Fantasy, Action, Drama","ufotable, Aniplex, TYPE-MOON, KADOKAWA","5887, 2883, 53787, 2073",JP,75739
Given,2020-08-22,tt11802992,632632,"Haruki secretly had feelings for Akihiko for years, but Akihiko was still in a relationship with his roommate, the violinist Ugetsu Murata. Haruki, Akihiko, and Ugetsu's love clashes and starts to move forward.",JP,3.5105,60,8.3,400,Hikaru Yamaguchi,2564771,0.2996,"Takuya Eguchi, Masatomo Nakazawa, Shogo Yano, Yuma Uchida, Shintaro Asanuma","1248374, 2019916, 2157589, 1492992, 1247778","2.686, 1.3115, 0.9934, 2.5153, 2.1555","Animation, Drama, Music, Romance","Lerche, Aniplex, dentsu, Fuji Television Network, movic, Shinshokan","42811, 2883, 1778, 3341, 3466, 233952",JP,905
Violet Evergarden: The Movie,2020-09-18,tt8652818,533514,"As the world moves on from the war and technological advances bring changes to her life, Violet still hopes to see her lost commanding officer again.",JP,6.1994,140,8.3,446,Taichi Ishidate,1484773,1.2749,"Yui Ishikawa, Daisuke Namikawa, Takehito Koyasu, Hidenobu Kiuchi, Haruka Tomatsu","1224288, 110665, 84508, 225655, 1248340","2.3918, 2.9228, 3.8053, 1.3308, 3.425","Animation, Fantasy, Romance, Drama","Kyoto Animation, ABC Animation, Pony Canyon, Bandai Namco Arts, Rakuonsha","5438, 86839, 9148, 136217, 244119",JP,55030
Fortune Favors Lady Nikuko,2021-06-11,tt13758684,781816,"Nikuko is a brash, jolly, scattered, and passionate woman in an otherwise sleepy seaside town in northern Japan. She’s also the single mother of 11-year-old Kikuko, who is her opposite in many ways. Kikuko is a string-bean of a young girl, pensive, quietly curious, and methodical in how she approaches life in this small harbor town.  Nikuko embarrasses Kikuko as any mom of a preteen would, but Nikuko’s bold spirit makes her especially well-known in a town where Kikuko herself wants nothing more than to simply blend in. As Kikuko navigates the everyday social dramas of middle school, enhanced with touches of magical realism from her ever-present imagination, a shocking revelation from the past threatens to uproot the pair’s tender relationship.",JP,3.2677,97,7.2,57,Ayumu Watanabe,1117479,0.8544,"Shinobu Ôtake, Cocomi, Natsuki Hanae, Ikuji Nakamura, Izumi Ishii","545825, 3015905, 1256603, 135200, 3045939","1.3843, 0.137, 3.644, 0.8, 0.1543","Animation, Drama, Family, Comedy","Asmik Ace, Yoshimoto Kogyo, STUDIO4℃","3033, 11629, 10868","JP, US",6641
The Deer King,2021-10-28,tt11417856,633844,"Following a brutal war, former soldier Van toils in a mine controlled by the ruling empire. One day, his solitary existence is upended when a pack of wild dogs carrying a deadly and incurable disease attack, leaving only Van and a young girl named Yuna as survivors. Finally free, the pair seek out a simple existence in the countryside but are pursued by nefarious forces. Intent on protecting Yuna at all costs, Van must uncover the true cause of the plague ravaging the kingdom—and its possible cure.",JP,3.2062,113,6.4,76,"Masayuki Miyaji, Masashi Ando","1187141, 40336","0.6049, 0.901","Shinichi Tsutsumi, Ryoma Takeuchi, Anne Watanabe, Hisui Kimura, Atsushi Abe","58596, 1384646, 572020, 3033085, 1154449","1.3316, 0.9651, 1.8016, 0.0682, 1.8553","Animation, Drama, Adventure, Fantasy","Production I.G, KADOKAWA, Nippon Television Network Corporation, TOHO","529, 2073, 6755, 882",JP,3221
The Last 10 Years,2022-03-04,tt16444750,876797,Twenty-year-old Matsuri Takabayashi learns that she only has ten years to live due to an incurable disease. She decides to not dwell on her life and not to fall in love – until she meets a man named Kazuto Manabe at a school reunion.,JP,3.6535,124,6.9,101,Michihito Fujii,1360022,1.0531,"Nana Komatsu, Kentaro Sakaguchi, Yuki Yamada, Satoru Iguchi, Haru Kuroki","1287268, 1470127, 1161474, 2576886, 1054260","2.1767, 2.0438, 2.7893, 0.6934, 1.483","Drama, Romance","Warner Bros. Japan, Robot Communications, L'espace Vision, Tristone Entertainment, Stardust Pictures, Kansai Television, voque ting, dentsu","3627, 12386, 99254, 13871, 34951, 7549, 128617, 1778",JP,117163
"The Tunnel to Summer, the Exit of Goodbyes",2022-09-09,tt17382524,916192,"Urashima Tunnel – Once you enter that tunnel, you can get whatever you want, but at a price. Kaoru Tohno, who seems to have an elusive personality and traumatic past, and Anzu Hanashiro, who is struggling to reconcile her ideal image and true-to-heart attitude, team up to investigate the Urashima Tunnel and get what they want. This is an unforgettable summer story of nostalgia and sprinting in a remote countryside.",JP,9.5813,83,7.743,210,Tomohisa Taguchi,1373229,0.874,"Ouji Suzuka, Marie Iitoyo, Tasuku Hatanaka, Arisa Komiya, Haruka Terui","2269331, 1309932, 1256915, 1161468, 1492474","1.0591, 1.618, 1.9631, 1.2309, 1.0527","Animation, Drama, Romance, Fantasy, Science Fiction","CLAP, Pony Canyon, Shogakukan, Sotsu, STUDIO MAUSU, Kansai Television","129814, 9148, 9149, 4719, 91520, 7549",JP,67313
Suzume,2022-11-11,tt16428256,916224,"Suzume, 17, lost her mother as a little girl. On her way to school, she meets a mysterious young man. But her curiosity unleashes a calamity that endangers the entire population of Japan, and so Suzume embarks on a journey to set things right.",JP,12.2241,121,7.921,1487,Makoto Shinkai,74091,3.2295,"Nanoka Hara, Hokuto Matsumura, Eri Fukatsu, Shota Sometani, Sairi Ito","1564419, 1256882, 110058, 1018944, 1732483","1.37, 1.0128, 1.2979, 2.054, 1.7017","Animation, Drama, Adventure, Fantasy","CoMix Wave Films, Story, Lawson Entertainment, jeki, voque ting, KADOKAWA, Aniplex, TOHO","3756, 128616, 104184, 8157, 128617, 2073, 2883, 882",JP,3074500
A Man,2022-11-18,tt20251822,869886,"Akira works as a lawyer. One day, he meets with his former client Rie, who asks Akira to perform a background check on her late husband Daisuke.",JP,1.5102,121,7.035,71,Kei Ishikawa,1670127,0.5328,"Satoshi Tsumabuki, Sakura Ando, Masataka Kubota, Nana Seino, Hidekazu Mashima","80108, 100766, 1087773, 1393772, 1342694","1.3937, 1.755, 1.6234, 1.2879, 1.3237","Drama, Thriller, Mystery","Shochiku, Kinoshita Group, GYAO, Bungeishunju, Aeon Entertainment, Shochiku Broadcasting","192, 73025, 41861, 101877, 99252, 81419",JP,10990
The First Slam Dunk,2022-12-03,tt15242330,783675,"Shohoku's “speedster” and point guard, Ryota Miyagi, always plays with brains and lightning speed, running circles around his opponents while feigning composure. In his second year of high school, Ryota plays with the Shohoku High School basketball team along with Sakuragi, Rukawa, Akagi, and Mitsui as they take the stage at the Inter-High School National Championship. And now, they are on the brink of challenging the reigning champions, Sannoh Kogyo High School.",JP,5.4474,125,7.8,459,Takehiko Inoue,1898633,0.4606,"Shugo Nakamura, Jun Kasama, Kenta Miyake, Shinichiro Kamio, Subaru Kimura","2369258, 1971814, 225603, 2748780, 1142780","0.8692, 1.3262, 3.3583, 0.7715, 2.2693","Animation, Comedy, Drama","Toei Animation, Toei Company, DandeLion Animation Studio","5542, 5822, 67224",JP,1594208
Kaguya-sama: Love Is War -The First Kiss That Never Ends-,2022-12-17,tt23770418,997317,"After pining for one another and plotting for so long, Kaguya Shinomiya and Miyuki Shirogane finally have their climactic first kiss. However, they struggle to define their relationship. After all, how much of their true selves have they really shown to one another?",JP,4.5222,96,8.0,77,Mamoru Hatakeyama,1640656,0.6122,"Makoto Furukawa, Aoi Koga, Konomi Kohara, Ryota Suzuki, Miyu Tomita","1319218, 2251986, 1820616, 2138291, 1647636","1.9873, 2.1898, 2.4518, 2.1514, 2.1189","Animation, Comedy, Romance","A-1 Pictures, Aniplex, Shueisha, jeki, MBS","13113, 2883, 2918, 8157, 3363",JP,14817
Lonely Castle in the Mirror,2022-12-23,tt22868842,942881,"Shy outcast Kokoro has been avoiding school for weeks when she discovers a portal in her bedroom mirror. She reaches through and finds herself transported to an enchanting castle where she is joined by six other students. When a girl in a wolf mask explains that they have been invited to play a game, the teens must work together to uncover the mysterious connection that unites them. However, anyone who breaks the rules will be eaten by a wolf.",JP,4.4713,116,7.156,78,Keiichi Hara,81495,1.0688,"Ami Touma, Mana Ashida, Yuki Kaji, Takumi Kitamura, Sakura Kiryu","3640211, 559416, 149894, 1388624, 2352340","1.3373, 1.3185, 3.5972, 1.7961, 0.9156","Animation, Drama, Mystery, Fantasy","Shochiku, A-1 Pictures, Poplar, Nippon Television Network Corporation","192, 13113, 172748, 6755","JP, US",34310
Blue Giant,2023-02-17,tt15737898,887870,"High school student Dai Miyamoto has his life is turned upside down the day he discovers jazz. Picking up a saxophone and leaving his sleepy hometown for the bustling nightclubs of Tokyo, Dai will find that the life of a professional musician isn’t for the faint of heart, as he must confront what it truly means to be great.",JP,3.164,120,7.8,64,Yuzuru Tachikawa,1144885,0.859,"Yuki Yamada, Shotaro Mamiya, Amane Okayama, Yusuke Kondoh, Mirei Suda","1161474, 1565630, 1177946, 2463693, 3039708","2.7893, 1.3391, 1.3312, 0.407, 0.0766","Animation, Drama, Music","NUT, TOHO","122161, 882",JP,90407
Detective Conan: Black Iron Submarine,2023-04-14,tt27521477,1047041,"Many engineers from around the world gather at the Interpol marine facility ""Pacific Buoy"" on Hachijo-jima, in the sea south of central Tokyo Prefecture coast, to witness the launch of a new system that connects all law enforcement camera systems around the world and enables facial recognition worldwide. Conan, along with his friends Kogoro, Ran, Agasa, Haibara, and the Detective Boys, also heads to the island with an invitation from Sonoko to see the whales. He receives a message from Subaru, who says that a Europol agent has been murdered in Germany by Gin. Perturbed, Conan sneaks onto the police ship led by Kuroda, which is bringing them to the island to protect the completion work, and tours the new facility, just in time for the Black Organization to kidnap a female engineer, seeking a piece of important data in her USB drive. A terrifying howl of screws is heard from the ocean as an unknown person approaches Haibara.",JP,6.5862,110,6.9,118,Yuzuru Tachikawa,1144885,0.859,"Minami Takayama, Wakana Yamazaki, Rikiya Koyama, Megumi Hayashibara, Shuichi Ikeda","68470, 87582, 237076, 40325, 90561","3.2114, 1.6101, 2.957, 3.2195, 1.961","Animation, Action, Crime, Mystery","TMS Entertainment, Shogakukan, Yomiuri Telecasting Corporation, Nippon Television Network Corporation, Shogakukan-Shueisha Productions, TOHO","7164, 9149, 11727, 6755, 12655, 882",JP,696205
Monster,2023-06-02,tt23736044,1050035,"When a young boy begins behaving strangely, shocking truths emerge as the story unfolds through the eyes of his single mother, a teacher who is believed to be responsible, and the child himself.",JP,6.5286,125,7.96,700,Hirokazu Kore-eda,25645,2.5751,"Soya Kurokawa, Hinata Hiiragi, Sakura Ando, Eita Nagayama, Yuko Tanaka","3860313, 3661746, 100766, 117975, 20331","0.8493, 0.8869, 1.755, 1.7433, 2.7865","Mystery, Thriller, Drama","TOHO, Fuji Television Network, AOI Pro., BUN-BUKU, GAGA Corporation","882, 3341, 39804, 75214, 84048",JP,306828
The Boy and the Heron,2023-07-14,tt6587046,508883,"While the Second World War rages, the teenage Mahito, haunted by his mother's tragic death, is relocated from Tokyo to the serene rural home of his new stepmother Natsuko, a woman who bears a striking resemblance to the boy's mother. As he tries to adjust, this strange new world grows even stranger following the appearance of a persistent gray heron, who perplexes and bedevils Mahito, dubbing him the ""long-awaited one.""",JP,13.4403,124,7.439,2197,Hayao Miyazaki,608,2.9717,"Soma Santoki, Masaki Suda, Ko Shibasaki, Aimyon, Yoshino Kimura","2234011, 585211, 58593, 2705230, 72764","0.8369, 3.2643, 2.3055, 0.8466, 1.8455","Animation, Adventure, Fantasy, Family, Drama",Studio Ghibli,10342,JP,1756160
Perfect Days,2023-11-10,tt27503384,976893,"Hirayama is content with his life as a toilet cleaner in Tokyo. Outside of his structured routine, he cherishes music on cassette tapes, books, and taking photos of trees. Through unexpected encounters, he reflects on finding beauty in the world.",JP,8.6598,124,7.8,1494,Wim Wenders,2303,1.2745,"Koji Yakusho, Tokio Emoto, Arisa Nakano, Aoi Yamada, Yumi Asou","18056, 1015822, 4011271, 3086230, 79457","1.9626, 1.1565, 0.735, 0.4421, 1.5171",Drama,"Master Mind, Wenders Images","197904, 197905","DE, JP",53569
Evil Does Not Exist,2023-12-06,tt28490044,1156125,"Takumi and his daughter Hana live in Mizubiki Village, close to Tokyo. One day, the village inhabitants become aware of a plan to build a camping site near Takumi's house offering city residents a comfortable ""escape"" to nature.",JP,2.1252,106,6.747,235,Ryūsuke Hamaguchi,1487492,0.99,"Hitoshi Omika, Ryo Nishikawa, Ryuji Kosaka, Ayaka Shibutani, Hazuki Kikuchi","2975332, 3389630, 4353564, 1669900, 1618434","0.105, 0.0784, 0.08, 0.3006, 0.2397",Drama,"Neopa, Fictive","149513, 149514",JP,22132
SPY x FAMILY CODE: White,2023-12-22,tt26684398,1062807,"While under the guise of taking his family on a weekend winter getaway, Loid's attempt to make progress on his current mission Operation Strix proves difficult when Anya mistakenly gets involved and triggers events that threaten world peace.",JP,6.4884,110,7.0,541,Takashi Katagiri,2666700,0.4722,"Takuya Eguchi, Atsumi Tanezaki, Saori Hayami, Kenichirou Matsuda, Tomoya Nakamura","1248374, 1588597, 221773, 1264226, 587655","2.686, 2.8793, 4.0071, 1.5636, 1.7963","Animation, Comedy, Adventure, Action","WIT STUDIO, CloverWorks, TOHO, Shueisha, TV Tokyo, Shogakukan-Shueisha Productions","31058, 121589, 882, 2918, 3034, 12655",JP,261502
HAIKYU!! The Dumpster Battle,2024-02-16,tt30476486,1012201,"Shoyo Hinata joins Karasuno High's volleyball club to be like his idol, a former Karasuno player known as the 'Little Giant'. But Hinata soon learns that he must team up with his middle school nemesis, Tobio Kageyama. Their clashing styles form a surprising weapon, but can their newfound teamwork defeat their rival Nekoma High in the highly anticipated 'Dumpster Battle', the long awaited ultimate showdown between two opposing underdog teams?",JP,5.8892,85,7.6,182,Susumu Mitsunaka,1325228,1.2658,"Ayumu Murase, Kaito Ishikawa, Yuki Kaji, Yuichi Nakamura, Koki Uchiyama","1325230, 1324666, 149894, 1221114, 1254052","2.5151, 2.6604, 3.5972, 4.1062, 3.8026","Animation, Comedy","Production I.G, TOHO, Shueisha, MBS, dentsu, Sony Music Entertainment, movic","529, 882, 2918, 3363, 1778, 648, 3466",JP,573565
BLUE LOCK THE MOVIE -EPISODE NAGI-,2024-04-19,tt28671146,1104844,"When apathetic gamer Nagi agrees to join his rich classmate Mikage in soccer, their partnership leads to the famous Blue Lock program — and to changes.",JP,8.7818,91,7.441,194,Shunsuke Ishikawa,1885025,0.629,"Nobunaga Shimazaki, Yuma Uchida, Kazuyuki Okitsu, Kazuki Ura, Tasuku Kaito","1210634, 1492992, 1254260, 2534630, 3195937","2.3232, 2.5153, 2.2807, 1.5924, 0.7424","Animation, Action, Drama",8bit,30294,JP,44360
Look Back,2024-06-28,tt31711040,1244492,"Popular, outgoing Fujino is celebrated by her classmates for her funny comics in the class newspaper. One day, her teacher asks her to share the space with Kyomoto, a truant recluse whose beautiful artwork sparks a competitive fervor in Fujino. What starts as jealousy transforms when Fujino realizes their shared passion for drawing.",JP,9.3441,58,8.0,360,Kiyotaka Oshiyama,1456621,0.9404,"Yuumi Kawai, Mizuki Yoshida, Yoichiro Saito, Kota Oka, Kureha Maki","2797433, 2762775, 20708, 5012790, 4980600","1.8009, 0.5546, 0.8943, 0.3018, 0.3078","Animation, Drama","Studio Durian, avex pictures, Shueisha","136998, 55938, 2918",JP,212066
My Hero Academia: You're Next,2024-08-02,tt32176689,1159311,"In a society devastated by the effects of an all-out war between heroes and villains, a mysterious giant fortress suddenly appears, engulfing towns and people one after another. Then, a man reminiscent of All Might, the 'symbol of peace', stands in front of Izuku and his friends...",JP,10.729,110,7.0,135,Tensai Okamura,187,1.1957,"Daiki Yamashita, Meru Nukumi, Mamoru Miyano, Kenta Miyake, Nobuhiko Okamoto","1325962, 3046087, 93803, 225603, 1245094","2.6634, 0.743, 3.6319, 3.3583, 2.9904","Animation, Action, Adventure, Science Fiction","BONES, TOHO, Yomiuri Telecasting Corporation, Shueisha, Nippon Television Network Corporation, dentsu, Sony Music Entertainment, movic","2849, 882, 11727, 2918, 6755, 1778, 648, 3466",JP,66726
OVERLORD: The Sacred Kingdom,2024-09-20,tt14603848,1014505,"After twelve years of playing his favorite MMORPG game, Momonga logs in for the last time only to find himself transported into its world playing it indefinitely. Throughout his adventures, his avatar ascends to the title of Sorcerer King Ains Ooal Gown. Once prosperous but now on the brink of ruin, The Sacred Kingdom enjoyed years of peace after construction of an enormous wall protecting them from neighboring invasions. But, one day this comes to an end when the Demon Emperor Jaldabaoth arrives with an army of villainous demi-humans. Fearing invasion of their own lands, the neighboring territory of the Slane Theocracy is forced to beg their enemies at the Sorcerer Kingdom for help. Heeding the call, Momonga, now known as the Sorcerer King Ains Ooal Gown, rallies the Sorcerer Kingdom and its undead army to join the fight alongside the Sacred Kingdom and the Slane Theocracy in hopes to defeat the Demon Emperor.",JP,8.7049,134,7.9,104,Naoyuki Ito,1321076,1.1417,"Satoshi Hino, Yoshino Aoyama, Hitomi Nabatame, Saori Hayami, Haruka Tomatsu","224413, 1643476, 1241562, 221773, 1248340","2.6541, 1.491, 2.2539, 4.0071, 3.425","Action, Adventure, Animation, Fantasy","KADOKAWA, Madhouse, Bit grooove promotion, Hakuhodo DY Music & Pictures, AT-X, NTT Docomo","2073, 3464, 156047, 142186, 17981, 9070",JP,2040
Attack on Titan: THE LAST ATTACK,2024-11-08,tt33175825,1333100,"A colossal-sized omnibus film bringing together the last two episodes of Attack on Titan in the franchise's first-ever theatrical experience. After venturing beyond the walls and separated from his comrades, Eren finds himself inspired by this new truth and plots the ""Rumbling,"" a terrifying plan to eradicate every living thing in the world. With the fate of the world hanging in the balance, a motley crew of Eren's former comrades and enemies scramble to halt his deadly mission. The only question is, can they stop him?",JP,13.5056,145,8.73,76,Yuichiro Hayashi,1553591,1.0454,"Yuki Kaji, Yui Ishikawa, Marina Inoue, Hiroshi Kamiya, Yu Shimamura","149894, 1224288, 90135, 93801, 1253896","3.5972, 2.3918, 3.8662, 3.0962, 1.8125","Animation, Action, Adventure, Fantasy","MAPPA, Pony Canyon","21444, 9148",JP,570304
Solo Leveling -ReAwakening-,2024-11-26,tt33428606,1357633,"Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate. A catch-up recap of the first season coupled with an exclusive sneak peek of the first two episodes of the highly anticipated second season in one momentous theatrical fan experience.",JP,22.0378,116,6.932,221,Shunsuke Nakashige,1627340,1.0492,"Taito Ban, Genta Nakamura, Haruna Mikawa, Reina Ueda, Daisuke Hirakawa","2106489, 2784795, 3279626, 1452028, 1096528","1.4055, 1.1615, 1.2655, 3.0663, 2.1506","Action, Adventure, Fantasy, Animation","Aniplex, A-1 Pictures","2883, 13113",JP,6125
Ex Machina,2015-01-21,tt0470752,264660,"Caleb, a coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",GB,6.7271,108,7.6,13564,Alex Garland,2036,1.4554,"Domhnall Gleeson, Alicia Vikander, Oscar Isaac, Sonoya Mizuno, Corey Johnson","93210, 227454, 25072, 1457238, 17199","6.931, 4.3294, 5.8495, 1.7864, 1.2494","Drama, Science Fiction","DNA Films, Film4 Productions, IAC Films, Scott Rudin Productions","284, 6705, 93105, 258","GB, US",67459
Kingsman: The Secret Service,2015-01-24,tt2802144,207703,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,GB,12.5856,129,7.626,17103,Matthew Vaughn,957,1.0405,"Taron Egerton, Colin Firth, Samuel L. Jackson, Mark Strong, Sophie Cookson","1303037, 5472, 2231, 2983, 1282054","4.2766, 4.8311, 10.0568, 3.485, 0.9217","Crime, Comedy, Action, Adventure","20th Century Fox, Marv, Cloudy Productions, TSG Entertainment","25, 5374, 78995, 22213","GB, US",3536487
Shaun the Sheep Movie,2015-02-05,tt2872750,263109,"When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home.",GB,2.5658,85,7.0,1416,"Mark Burton, Richard Starzak","7316, 1244465","0.6932, 0.3177","Justin Fletcher, John Sparkes, Omid Djalili, Rich Webber, Kate Harbour","224354, 1212388, 41379, 1235023, 124557","0.3024, 0.3798, 1.0599, 0.2642, 0.3366","Family, Animation, Comedy, Adventure","StudioCanal, Aardman, Anton Capital Entertainment","694, 297, 20664","GB, FR",73797
Woman in Gold,2015-03-20,tt2404425,304357,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover a world famous painting of her aunt plundered by the Nazis during World War II, she believes rightfully belongs to her family. She did so not just to regain what was rightfully hers, but also to obtain some measure of justice for the death, destruction, and massive art theft perpetrated by the Nazis.",GB,2.9266,109,7.3,1398,Simon Curtis,133502,0.4912,"Helen Mirren, Ryan Reynolds, Tatiana Maslany, Katie Holmes, Max Irons","15735, 10859, 61134, 3897, 232396","5.7023, 8.2298, 1.951, 4.2948, 0.9027",Drama,"Origin Pictures, BBC Film","8088, 288",GB,121690
Legend,2015-09-09,tt3569230,276907,"Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.",GB,10.5124,132,7.056,3986,Brian Helgeland,4723,0.6301,"Tom Hardy, Emily Browning, Christopher Eccleston, David Thewlis, Taron Egerton","2524, 70456, 2040, 11207, 1303037","12.7791, 3.8782, 1.8378, 3.1857, 4.2766","Crime, Thriller","Working Title Films, Anton Capital Entertainment, StudioCanal, Cross Creek Pictures","10163, 20664, 694, 10246","FR, GB, US",175320
