title,release_date,imdb_id,tmdb_id,overview,directors,cast_top5,genres,production_companies,production_countries
America: The Motion Picture,2021-06-30,tt6733874,739542,A chainsaw-wielding George Washington teams with beer-loving bro Sam Adams to take down the Brits in a tongue-in-cheek riff on the American Revolution.,Matt Thompson,"Channing Tatum, Jason Mantzoukas, Olivia Munn, Bobby Moynihan, Judy Greer","Animation, Action, Comedy","Floyd County Productions, Lord Miller, Free Association",US
Thelma the Unicorn,2024-05-17,tt10442352,739547,"Thelma dreams of being a glamorous unicorn. Then in a rare pink and glitter-filled moment of fate, Thelma's wish comes true. She rises to instant international stardom, but at an unexpected cost. After a while, Thelma realizes that she was happier as her ordinary, sparkle-free self. So she ditches her horn, scrubs off her sparkles, and returns home, where her best friend is waiting for her with a hug.","Lynn Wang, Jared Hess","Brittany Howard, Will Forte, Jemaine Clement, Edi Patterson, Maliaka Mitchell","Animation, Fantasy, Family",Netflix,US
Escape the Field,2022-05-06,tt11265320,739643,"Six strangers suddenly awaken in a remote, endless cornfield. Stripped of their possessions, they are left with only six items: a gun with a single bullet, matches, a lantern, a knife, a compass, and a flask of water. As mysterious sirens blare in the distance and traps appear at every turn, the group realizes it’s been plunged into a cat-and-mouse game with an unseen evil, and survival depends upon solving a diabolical and deadly puzzle.",Emerson Moore,"Jordan Claire Robbins, Theo Rossi, Tahirah Sharif, Shane West, Elena Juatco","Thriller, Horror","Anacapa Pictures, CR8IV DNA, Double Dutch International","CA, US"
True Spirit,2023-01-26,tt2353868,739986,"When the tenacious young sailor Jessica Watson sets out to be the youngest person to sail solo, nonstop and unassisted around the world, many expect her to fail. With the support of her sailing coach and mentor Ben Bryant and her parents, Jessica is determined to accomplish what was thought to be impossible, navigating some of the world’s most challenging stretches of ocean over the course of 210 days.",Sarah Spillane,"Teagan Croft, Cliff Curtis, Alyla Browne, Josh Lawson, Anna Paquin","Adventure, Drama, History","Martin Chase Productions, Resonate Entertainment, Sunstar Entertainment","AU, US"
Nightbooks,2021-09-15,tt10521144,739990,"Alex, a boy obsessed with scary stories, is trapped by a witch in her modern, magical New York City apartment. His original hair-raising tales are the only thing keeping him safe as he desperately tries to find a way out of this twisted place.",David Yarovesky,"Winslow Fegley, Lidya Jewett, Krysten Ritter, Jill Frappier, Neil Emmanuel Lu","Fantasy, Family, Horror","Ghost House Pictures, MXN Entertainment, CatchLight Studios","CA, US"
Metal Lords,2022-04-08,tt12141112,739993,"For teenage misfits Hunter and Kevin, the path to glory is clear: Devote themselves to metal. Win Battle of the Bands. And be worshipped like gods.",Peter Sollett,"Jaeden Martell, Adrian Greensmith, Isis Hainsworth, Noah Urrea, Brett Gelman","Comedy, Drama, Music",Bighead Littlehead,US
Unlocked,2023-02-17,tt26160190,740441,A woman's life is turned upside-down when a dangerous man gets a hold of her lost cell phone and uses it to track her every move.,Kim Tae-joon,"Chun Woo-hee, Yim Si-wan, Kim Hee-won, Park Ho-san, Kim Ye-won",Thriller,"Studio N, Mizi Film, CJ Entertainment",KR
The Unhealer,2020-10-09,tt1318523,740903,"A botched faith healing bestows supernatural Shaman powers on a bullied teenager. When his lifelong tormentors pull a prank that kills someone he loves, he uses his powers for revenge and goes on a bloody rampage to settle the score.",Martin Guigui,"Natasha Henstridge, Lance Henriksen, Adam Beach, Chris Browning, Branscombe Richmond","Fantasy, Thriller, Horror",,US
No One Gets Out Alive,2021-09-29,tt13056008,740925,An immigrant in search of the American dream is forced to take a room in a boarding house and soon finds herself in a nightmare from which she can't escape.,Santiago Menghini,"Cristina Rodlo, Marc Menchaca, David Figlioli, Claudia Coulter, David Barrera","Horror, Mystery, Thriller",The Imaginarium,"RO, US"
Savage Salvation,2022-12-02,tt13055982,740952,"Newly engaged Shelby John and Ruby Red want a fresh start after their struggles with addiction, but when Shelby discovers his beloved Ruby dead on their porch, he embarks on a vengeful killing spree of the dealers who supplied her. Armed with nothing but adrenaline and a nail gun, Shelby begins to unleash chaos on the town’s criminal underbelly, as he hunt’s down crime lord Coyote. Sheriff Church must race against the clock to put an end to Shelby's vigilante justice before the entire town descends into a bloodbath.",Randall Emmett,"Jack Huston, Robert De Niro, John Malkovich, Willa Fitzgerald, Quavo",Thriller,"River Bay Films, Ingenious Media, Lucky 13 Productions, The Avenue Entertainment, Convergence Entertainment, Diamond Film Productions, Highland Film Group, Pimienta, BondIt, Verdi Productions, VVS Films, SSS Entertainment, Taurus Film","CA, PR, US"
Borat Subsequent Moviefilm,2020-10-23,tt13143964,740985,"14 years after making a film about his journey across the USA, Borat risks life and limb when he returns to the United States with his young daughter, and reveals more about the culture, the COVID-19 pandemic, and the political elections.",Jason Woliner,"Sacha Baron Cohen, Maria Bakalova, Tom Hanks, Dani Popescu, Manuel Vieru",Comedy,"Oak Springs Productions, Four by Two Films",US
BLACKPINK: Light Up the Sky,2020-10-14,tt13058290,740996,Record-shattering Korean girl band BLACKPINK tell their story —  and detail the hard fought journey of the dreams and trials behind their meteoric rise.,Caroline Suh,"JISOO, JENNIE, ROSÉ, LISA, Teddy Park","Documentary, Music","RadicalMedia, YG Entertainment",US
Welcome to Sudden Death,2020-09-09,tt10804786,741067,"Jesse Freeman is a former special forces officer and explosives expert now working a regular job as a security guard in a state-of-the-art basketball arena. Trouble erupts when a tech-savvy cadre of terrorists kidnap the team's owner and Jesse's daughter during opening night. Facing a ticking clock and impossible odds, it's up to Jesse to not only save them but also a full house of fans in this highly charged action thriller.",Dallas Jackson,"Michael Jai White, Michael Eklund, Gary Owen, Sabryn Rock, Anthony Grant","Action, Drama",Universal 1440 Entertainment,"CA, FR, JP, GB, US"
Once Upon a Snowman,2020-10-23,tt13061790,741074,"The previously untold origins of Olaf, the innocent and insightful, summer-loving snowman are revealed as we follow Olaf’s first steps as he comes to life and searches for his identity in the snowy mountains outside Arendelle.","Dan Abraham, Trent Correy","Josh Gad, Chris Williams, Idina Menzel, Kristen Bell, Jonathan Groff","Animation, Family, Comedy, Fantasy",Walt Disney Animation Studios,US
Locked Down,2021-02-25,tt13061914,741228,"During a COVID-19 lockdown, sparring couple Linda and Paxton call a truce to attempt a high-risk jewellery heist at one of the world's most exclusive department stores, Harrods.",Doug Liman,"Anne Hathaway, Chiwetel Ejiofor, Stephen Merchant, Dulé Hill, Jazmyn Simon","Comedy, Crime, Romance","AGC Studios, Storyteller Productions, Warner Bros. Pictures","GB, US"
Sing a Bit of Harmony,2021-10-29,tt13064272,741335,"Satomi is fine being alone until an AI named Shion joins her class with a song and a promise to make her happy. While Shion’s musical numbers and princess gowns don’t quite pass as human, her antics bring Satomi closer to four other classmates. Together, they make memories worth saving, but even our most precious data can be erased.",Yasuhiro Yoshiura,"Tao Tsuchiya, Haruka Fukuhara, Asuka Kudo, Kazuyuki Okitsu, Mikako Komatsu","Animation, Drama, Science Fiction","J.C.STAFF, Shochiku, Funimation Films","JP, US"
Homunculus,2021-04-02,tt14404280,741434,"A homeless man meets a medical school student who pays him to volunteer for a surgical procedure known as trepanation, drilling a hole in his skull, which ends up giving him the ability to communicate with the dark side of people’s subconscious minds.",Takashi Shimizu,"Go Ayano, Ryo Narita, Yukino Kishii, Anna Ishii, Seiyo Uchino","Drama, Thriller","Booster Project, avex pictures",JP
Cyst,2020-09-24,tt10611992,741592,"In the 1960s, a nurse's last day on her job is ruined when a doctor inadvertently creates a cyst monster that terrorizes the office.",Tyler Russell,"Eva Habermann, George Hardy, Greg Sestero, Jason Douglas, Gene Jones","Horror, Science Fiction, Comedy","Fantomfilm, Harbor Craft Films, Narrative-Films TX, Narrative Films","DE, US"
Please Hold,2020-09-25,tt11383280,741607,"A young man’s life is suddenly and inexplicably derailed, as he finds himself at the mercy of automated ‘justice’.",K.D. Dávila,"Erick Lopez, Doreen Calderon, Daniel Edward Mora, Ruben Dávila, John Alton","Science Fiction, Comedy",Scavenger Entertainment,US
The Stylist,2020-09-26,tt11056910,741612,"Claire is a lonely hairstylist who secretly murders and scalps her clients. When Olivia makes the well-intentioned mistake of asking Claire to style her hair for her wedding, she becomes dangerously obsessed, and her sanity starts to slip away with bloody consequences.",Jill Gevargizian,"Najarra Townsend, Brea Grant, Laura Kirk, Millie Milan, Kimberly Igla","Horror, Drama",,US
The Boy Behind The Door,2020-09-27,tt10772662,741613,Bobby tries to save himself and his best friend when they are kidnapped on their way home from school.,"David Charbonier, Justin Powell","Lonnie Chavis, Ezra Dewey, Kristin Bauer, Scott Michael Foster, Micah A. Hauptman",Horror,"Kinogo Pictures, Whitewater Films",US
The Revenge of the Shiny Shrimps,2022-01-22,tt17049112,741674,"Two years after the death of Jean, Matthias, the coach, decides to take Selime, a young man from the suburbs he believes is gay, to accompany the Shiny Shrimps to the Gay Games in Tokyo, on a trip to pay tribute to their friend who left too early. But after they miss their connection, they find themselves stranded in Russia, in one of the not the most gay-friendly regions in the world. The start of a crazy adventure as incredible as it is perilous.","Maxime Govare, Cédric Le Gallo","Nicolas Gob, Michaël Abiteboul, David Baïot, Romain Lancry, Roland Menou",Comedy,"Kaly Productions, Apple Tree Vision, Les improductibles","FR, JP"
PAW Patrol: Jet to the Rescue,2020-09-10,tt13107908,743439,"A royal relative steals a gem with the power to make things fly, the Paw Patrol takes to the skies to stop him and save Barkingburg.",Charles E. Bastien,"Anya Cooke, Caoimhe Judd, Lilly Bartlam, Berkley Silverman, David López","Animation, Family",,"CA, US"
Plan B,2021-06-18,tt13172796,743599,"After a regrettable first sexual encounter, a straight-laced high school student and her slacker best friend have 24 hours to hunt down a Plan B pill in America's heartland.",Natalie Morales,"Kuhoo Verma, Victoria Moroles, Michael Provost, Myha'la, Jolly Abraham",Comedy,"American High, Counterbalance Entertainment, LD Entertainment",US
American Murder: The Family Next Door,2020-09-29,tt12987894,743601,"Using raw, firsthand footage, this documentary examines the disappearance of Shanann Watts and her children, and the terrible events that followed.",Jenny Popplewell,"Nickole Atkinson, Jim Benemann, Luke Epple, Mark Jamieson, Nichol Kessinger",Documentary,Knickerbockerglory TV,US
"Curious George: Go West, Go Wild",2020-09-08,tt13071908,743904,"While farm-sitting, George accidentally lets the farm animals escape. Ted, George and wannabe cowboy Emmett must round 'em up, accounting for every animal -- and emerging with some new skills, to boot.",Michael LaBash,"Frank Welker, Jeff Bennett, Max Mittelman, April Stewart, Phil Morris","Animation, Family, TV Movie","Universal 1440 Entertainment, Imagine Entertainment, Universal Animation Studios",US
My Policeman,2022-10-20,tt13139228,744114,"In the late 1990s, the arrival of elderly invalid Patrick into Marion and Tom’s home triggers the exploration of seismic events from 40 years previous: the passionate relationship between Tom and Patrick at a time when homosexuality was illegal.",Michael Grandage,"Gina McKee, Linus Roache, Rupert Everett, Harry Styles, Emma Corrin","Drama, Romance","Amazon Studios, Berlanti Productions, Independent","GB, US"
After We Fell,2021-09-01,tt13069986,744275,"Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",Castille Landon,"Josephine Langford, Hero Fiennes Tiffin, Louise Lombard, Chance Perdomo, Rob Estes","Romance, Drama","Voltage Pictures, Wattpad, Vertical, Ethea Entertainment, CalMaple Films","FR, US, BG"
After Ever Happy,2022-08-24,tt13070038,744276,"As a shocking truth about a couple's families emerges, the two lovers discover they are not so different from each other. Tessa is no longer the sweet, simple, good girl she was when she met Hardin — any more than he is the cruel, moody boy she fell so hard for.",Castille Landon,"Josephine Langford, Hero Fiennes Tiffin, Louise Lombard, Chance Perdomo, Rob Estes","Romance, Drama","Voltage Pictures, Wattpad, Vertical, Ethea Entertainment, CalMaple Films",US
White Noise,2022-11-25,tt6160448,744594,"Jack Gladney, professor of Hitler studies at The-College-on-the-Hill, husband to Babette, and father to four children/stepchildren, is torn asunder by a chemical spill from a rail car that releases an ""Airborne Toxic Event"" forcing Jack to confront his biggest fear - his own mortality.",Noah Baumbach,"Adam Driver, Greta Gerwig, Don Cheadle, Raffey Cassidy, Sam Nivola","Comedy, Drama","Heyday Films, NB/GG Pictures, A24","GB, US"
Dune Drifter,2020-10-24,tt11835714,744738,"When the trainee pilot and her mortally wounded gunner are shot down, they crash land on a nearby planet. An enemy craft offers the chance of spare parts to fix her ship, but then she spots another survivor - an enemy alien soldier with no intention of letting her escape.",Marc Price,"Phoebe Sparrow, Daisy Aitkens, Simon Dwyer-Thomas, Charlotte Mounter, Alastair Kirton",Science Fiction,Dead Pixel Productions,GB
The Last Rite,2021-08-28,tt8941380,744742,"Based on True Events: Suffering from sleep paralysis, a medical student falls prey to a demonic force that wants to rip her apart from within. Torn between sanity and the unknown, she's left with no alternative but to contact a local priest for help.",Leroy Kincaide,"Johnny Fleming, Tara Hoyos-Martinez, Bethan Waller, Kit Smith, Deborah Blake","Horror, Thriller",Nocturnal Pictures,
Held,2020-10-21,tt10713340,744750,A couple's ailing marriage is put to the test when they are held hostage in an isolated vacation rental by an unseen Voice that commands their every move and threatens harm if they don’t obey.,"Travis Cluff, Chris Lofing","Jill Awbrey, Bart Johnson, Travis Cluff, Zack Gold, Rez Kempton","Horror, Mystery, Thriller",Tremendum Pictures,US
When Evil Lurks,2023-10-05,tt16300962,744857,"Residents of a small rural town discover that a demon is about to be born among them. They desperately try to escape before the evil is born, but it may be too late.",Demián Rugna,"Ezequiel Rodríguez, Demián Salomón, Silvina Sabater, Luis Ziembrowski, Marcelo Michinaux","Horror, Thriller","Machaco Films, La Puerta Roja, Aramos Cine, Shudder, Cine Argentino, INCAA","AR, US"
Christmas on Ice,2020-10-23,tt11738870,744925,"Courtney Bennett, a former US figure skating hopeful, runs the city’s public skating rink but when the Mayor announces its closing, Courtney is heartbroken but determined to save it. After Courtney’s attempts to warm the Mayor’s Scrooge-like heart fail, she enlists the help of Noah Tremblay, a former professional hockey player and single dad, who owns the new indoor skating center, to help her, and together they find more than just the spirit of holidays on the ice.",John Stimpson,"Abigail Klein, Ryan Cooper, Caroline Portu, Will Lyman, Matthew Grimaldi","TV Movie, Romance","H9 Films, Moody Independent, Off Camera Entertainment",US
Dear Christmas,2020-11-27,tt12997976,744941,"Natalie Morgan is an author and host of a popular podcast, Holiday Love, which shares true stories of holiday romance with its listeners. While to the outside world and her listeners everywhere see Natalie is an expert on romance, she's never truly experienced a romance of her own. As Natalie prepares to embark on a promotional tour for her new book, she stops back home to spend Christmas with her family and to celebrate her parent's 50th anniversary where she unexpectedly begins to experience her own holiday romance as sparks ignite with local firefighter, Jack.",Emily Moss Wilson,"Melissa Joan Hart, Jason Priestley, Faith Prince, Ed Begley Jr., Robin Givens","TV Movie, Romance","Hartbreak Films, Synthetic Cinema International",US
The Christmas Setup,2020-12-12,tt13147656,744952,"Follows the story of New York lawyer Hugo who heads to Milwaukee with his best friend Madelyn to spend the holidays with his brother Aiden and his mom Kate, who is also in charge of the local Christmas celebrations. Ever the matchmaker, Kate arranges for Hugo to run into Patrick, Hugo’s high school friend and secret crush, who has recently returned after a successful stint in Silicon Valley. As they enjoy the local holiday festivities together, Hugo and Patrick’s attraction to each other is undeniable and it looks as though Kate’s Santa-style matchmaking is a success. But as Hugo receives word of a big promotion requiring a move to London, he must decide what is most important to him.",Pat Mills,"Ben Lewis, Blake Lee, Fran Drescher, Ellen Wong, Chad Connell","TV Movie, Drama, Romance","Neshama Entertainment, MarVista Entertainment, Wishing Floor Films","CA, US"
The Phenomenon,2020-10-06,tt13095604,745272,"This documentary examines unidentified aerial phenomenon. With testimony from high-ranking government officials and NASA Astronauts, Senator Harry Reid says it ""makes the incredible credible.""",James Fox,"Peter Coyote, Chris Mellon, Don Berliner, Jacques Vallée, James Fox",Documentary,"James Fox Productions, Farah Films",US
"Hello, Goodbye, and Everything in Between",2022-07-06,tt4181158,745376,"Clare and Aidan, after making a pact that they would break up before college, find themselves retracing the steps of their relationship on their last evening as a couple. The epic date leads them to familiar landmarks, unexpected places, and causes them to question whether high school love is meant to last.",Michael Lewen,"Jordan Fisher, Talia Ryder, Ayo Edebiri, Nico Hiraga, Eva Day","Romance, Drama",ACE Entertainment,US
The Fall Guy,2024-04-24,tt1684562,746036,"Fresh off an almost career-ending accident, stuntman Colt Seavers has to track down a missing movie star, solve a conspiracy and try to win back the love of his life while still doing his day job.",David Leitch,"Ryan Gosling, Emily Blunt, Aaron Taylor-Johnson, Hannah Waddingham, Teresa Palmer","Action, Comedy, Drama, Romance","87North Productions, Entertainment 360, Universal Pictures, dentsu","US, AU"
A Timeless Christmas,2020-11-15,tt13341414,746039,"Charles Whitley travels from 1903 to 2020 where he meets Megan Turner, a tour guide at his historic mansion, and experiences a 21st Century Christmas.",Ron Oliver,"Erin Cahill, Ryan Paevey, Brandi Alexander, Jennifer Kitchen, Zahf Paroo","Romance, TV Movie",Lighthouse Pictures,"CA, US"
Christmas by Starlight,2020-11-27,tt13206476,746045,"Annie, a lawyer, must help her loved ones this holiday season. Her family’s restaurant, The Starlight Café, is slated for demolition. The heir to the development firm responsible, William, makes her an unlikely proposition: he’ll spare the café if Annie spends the week “appearing” as the legal counsel his father is demanding he hire in the wake of some costly mistakes.",Gary Yates,"Kimberley Sustad, Paul Campbell, Rebecca Staab, Malcolm Stewart, Bruce Dawson","TV Movie, Romance","Hallmark Media, The Cartel","CA, US"
Father of the Bride,2022-07-21,tt13249596,746419,"A father comes to grips with his daughter’s upcoming wedding through the prism of multiple relationships within a big, sprawling Cuban-American family.",Gary Alazraki,"Andy García, Gloria Estefan, Adria Arjona, Isabela Merced, Diego Boneta","Romance, Comedy, Drama","Plan B Entertainment, Warner Bros. Pictures",US
Blood,2023-01-12,tt13280054,746524,"Jess, a newly separated mother and nurse, moves into her old family farmhouse with Tyler, her teenage daughter, and Owen, her eight-year-old son. One night, the family dog senses something in the woods and runs off to find it. He returns a couple of days later and attacks Owen, savagely biting him before Jess is able to intervene. Owen is rushed to the hospital. His condition worsens, and no one can figure out why... until Jess discovers a disturbing cure...",Brad Anderson,"Michelle Monaghan, Skeet Ulrich, Finlay Wojtak-Hissong, Skylar Morgan Jones, June B. Wilde","Horror, Mystery, Thriller","H2L Media Group, Rhea Films, Hercules Film Fund, 1821 Pictures, Thundersnow Pictures","US, CA, LU"
The Call,2020-10-23,tt12971924,746817,"In the fall of 1987, a group of small-town friends must survive the night in the home of a sinister couple after a tragic accident occurs. Needing only to make a single phone call, the request seems horribly ordinary until they realize that this call could change their life…or end it.",Timothy Woodward Jr.,"Lin Shaye, Tobin Bell, Chester Rushing, Erin Sanders, Judd Lormand","Horror, Thriller","Appreciated Films, BondIt, Buffalo 8 Productions, Kalispel Tribal Holdings, Single Malt Productions, Voltage Pictures","CA, US"
Asteroid City,2023-06-08,tt14230388,747188,"In an American desert town circa 1955, the itinerary of a Junior Stargazer/Space Cadet convention is spectacularly disrupted by world-changing events.",Wes Anderson,"Jason Schwartzman, Scarlett Johansson, Tom Hanks, Jeffrey Wright, Tilda Swinton","Comedy, Drama","Indian Paintbrush, American Empirical Pictures, Studio Babelsberg","US, DE"
Dolly Parton's Christmas on the Square,2020-11-22,tt10627548,747349,A rich and nasty woman returns to her hometown to evict everyone but discovers the true meaning of Christmas thanks to the local townsfolk – and an actual angel. Features 14 original songs with music and lyrics by Dolly Parton!,Debbie Allen,"Dolly Parton, Christine Baranski, Treat Williams, Jenifer Lewis, Josh Segarra","Comedy, Music, Family, TV Movie","Magnolia Hill Productions, Sandollar Productions, Warner Bros. Television",US
One Way,2022-09-02,tt13075730,747803,"On the run with a bag full of cash after a robbing his former crime boss—and a potentially fatal wound—Freddy slips onto a bus headed into a rainy night in Georgia. With his life slipping through his fingers, Freddy is left with very few choices to survive.",Andrew Baird,"mgk, Storm Reid, Drea de Matteo, Travis Fimmel, Kevin Bacon","Action, Crime, Thriller","Highland Film Group, Bay Point Media, 23ten, Particular Crowd, Streamline Global, Thomasville Pictures, Ignition Film Productions, Source Management + Production, Short Porch Pictures, Baird Film","IE, GB, US"
It's a Summer Film!,2021-08-06,tt14625190,747983,"Barefoot and her friends decide to make a samurai movie, gather a unique cast and staff for the production, and try to screen it at their school festival.",Soushi Matsumoto,"Marika Ito, Daichi Kaneko, Yuumi Kawai, Kirara Inori, Shunya Itabashi","Comedy, Drama, Romance, Science Fiction","Phantom Film, Pipeline",JP
Uglies,2024-09-12,tt13186604,748167,"In a futuristic dystopia with enforced beauty standards, a teen awaiting mandatory cosmetic surgery embarks on a journey to find her missing friend.",McG,"Joey King, Brianne Tju, Keith Powers, Chase Stokes, Laverne Cox","Science Fiction, Adventure, Action","Davis Entertainment, Anonymous Content, Industry Entertainment Partners, Wonderland Sound and Vision",US
Salem's Lot,2024-10-03,tt10245072,748230,Author Ben Mears returns to his childhood home of Jerusalem's Lot only to discover his hometown is being preyed upon by a bloodthirsty vampire.,Gary Dauberman,"Lewis Pullman, Makenzie Leigh, Jordan Preston Carter, Alfre Woodard, Bill Camp",Horror,"New Line Cinema, Atomic Monster, Vertigo Entertainment, Wolper Organization",US
The Garfield Movie,2024-04-30,tt5779228,748783,"Garfield, the world-famous, Monday-hating, lasagna-loving indoor cat, is about to have a wild outdoor adventure! After an unexpected reunion with his long-lost father – scruffy street cat Vic – Garfield and his canine friend Odie are forced from their perfectly pampered life into joining Vic in a hilarious, high-stakes heist.",Mark Dindal,"Chris Pratt, Samuel L. Jackson, Hannah Waddingham, Ving Rhames, Nicholas Hoult","Family, Comedy, Adventure, Animation","Alcon Entertainment, DNEG, Wayfarer Studios, One Cool Group, Stage 6 Films, Andrews McMeel Entertainment, John Cohen Productions","HK, GB, US"
Cry Macho,2021-09-16,tt1924245,749274,A one-time rodeo star and washed-up horse breeder takes a job from an ex-boss to bring the man's young son home from Mexico.,Clint Eastwood,"Clint Eastwood, Eduardo Minett, Natalia Traven, Dwight Yoakam, Fernanda Urrejola","Drama, Western","Malpaso Productions, ASR Productions, Warner Bros. Pictures",US
The Beta Test,2021-10-15,tt11738830,749645,"An engaged Hollywood agent receives a mysterious letter for an anonymous sexual encounter and becomes ensnared in a sinister world of lying, infidelity, and digital data.","Jim Cummings, PJ McCabe","Jim Cummings, Virginia Newcomb, PJ McCabe, Wilky Lau, Olivia Grace Applegate","Thriller, Horror, Comedy","Vanishing Angle, DiffeRant Productions, Sons of Rigor","GB, US"
Shepherd,2021-11-26,tt10196620,749727,"When a deadly secret rots the mind of a grieving widower, the decision to work alone on a deserted island morphs into a terrifying race to save his sanity and his life.",Russell Owen,"Tom Hughes, Kate Dickie, Gaia Weiss, Greta Scacchi, Jamie Marie Leary",Horror,"Golden Crab Films, Darkland Distribution",GB
Umma,2022-03-18,tt13235822,751237,"Amanda and her daughter live a quiet life on an American farm, but when the remains of her estranged mother arrive from Korea, Amanda becomes haunted by the fear of turning into her own mother.",Iris K. Shim,"Sandra Oh, Fivel Stewart, Dermot Mulroney, Odeya Rush, MeeWha Alana Lee","Horror, Mystery","Raimi Productions, Stage 6 Films, Starlight Media",US
The Mole: Undercover in North Korea,2020-10-11,tt13243898,751490,A real-life undercover thriller about two ordinary men who embark on an outrageously dangerous ten-year mission to penetrate the world's most secretive and brutal dictatorship: North Korea.,Mads Brügger,"Mads Brügger, Alejandro Cao de Benos de Les y Pérez, Ulrich Løvenskjold Larsen, Jim Latrache-Qvortrup, Annie Machon",Documentary,"Wingman Media, DR, SVT, BBC, Electric Parc, Piraya Film","DK, NO, SE, GB"
Night at the Museum: Kahmunrah Rises Again,2022-12-08,tt13623880,751741,"Nick Daley is following in his father's footsteps as night watchman at the American Museum of Natural History, so he knows what happens when the sun goes down. But when the maniacal ruler Kahmunrah escapes, it is up to Nick to save the museum once and for all.",Matt Danner,"Joshua Bassett, Thomas Lennon, Joseph Kamal, Akmal Saleh, Steve Zahn","Animation, Comedy, Family, Fantasy","21 Laps Entertainment, 1492 Pictures, Walt Disney Pictures",US
Angela's Christmas Wish,2020-12-01,tt13260836,752455,"A determined Angela makes a wish to reunite her family in time for Christmas, then launches a plan to find her way from Ireland to Australia.",Damien O'Connor,"Lucy O'Connell, Ruth Negga, Moe Dunford, Pat Kinevane, Jared Harris","Animation, Family",Brown Bag Films,"US, IE"
The Old Ways,2021-04-04,tt12829958,752505,"Cristina, a journalist of Mexican origin, travels to her ancestral home in Veracruz to investigate a story of sorcery and healing. There, she is kidnapped by a group of locals who claim she's the devil incarnated.",Christopher Alender,"Brigitte Kali Canales, Andrea Cortés, Julian Lerma, Sal Lopez, Julia Vera","Horror, Fantasy",Soapbox Films,US
The Lost City,2022-03-24,tt13320622,752623,"Reclusive author Loretta Sage writes about exotic places in her popular adventure novels that feature a handsome cover model named Alan. While on tour promoting her new book with Alan, Loretta gets kidnapped by an eccentric billionaire who hopes she can lead him to the ancient city's lost treasure that featured in her latest story. Alan, determined to prove he can be a hero in real life and not just on the pages of her books, sets off to rescue her.","Aaron Nee, Adam Nee","Sandra Bullock, Channing Tatum, Daniel Radcliffe, Da'Vine Joy Randolph, Brad Pitt","Action, Adventure, Comedy","Fortis Films, 3dot Productions, Exhibit A",US
The Outwaters,2023-02-09,tt13259610,752867,"Deep in the Mojave desert, under a scorching blood-red sun, four travelers have set up camp to make art. One fateful night, the group is thrust into a feverish tornado of flayed flesh and mind-boggling monstrosities, the likes of which mere humans simply cannot fathom.",Robbie Banfitch,"Robbie Banfitch, Angela Basolis, Scott Schamell, Michelle May, Leslie Ann Banfitch","Horror, Science Fiction, Thriller","Fathom Film Company, 5100 Films",US
Shawn Mendes: In Wonder,2020-11-23,tt13276386,752939,"A portrait of singer-songwriter Shawn Mendes' life, chronicling the past few years of his rise and journey.",Grant Singer,"Shawn Mendes, Camila Cabello","Music, Documentary","Universal Music Group, Permanent Wave, Polygram Entertainment, Fulwell 73 Productions",US
The Moon,2023-08-02,tt27688034,753091,"In 2029, Korea's lunar probe Woori embarks on a historic journey to the moon, capturing global attention.",Kim Yong-hwa,"Sul Kyung-gu, Doh Kyung-soo, Kim Hee-ae, Park Byung-eun, Cho Han-cheul","Drama, Adventure, Science Fiction","Blaad Studios, CJ ENM Studios, NaruN, Cinema Plus, Dexter Studios, CJ Entertainment",KR
The Commando,2022-01-07,tt12689248,753232,"An elite DEA agent returns home after a failed mission when his family makes an unexpected discovery in their house – a stash of money worth $3 million. They soon face the danger and threat of a newly released criminal and his crew, who will do whatever it takes to retrieve the money, including kidnap the agent’s daughters. Stakes are high and lives are at risk in this head-to-head battle as the agent stops at nothing to protect his family against the money-hungry criminals.",Asif Akbar,"Michael Jai White, Mickey Rourke, Jeff Fahey, Brendan Fehr, Aris Mejias","Action, Crime, Thriller","Al Bravo Films, Avail Entertainment, BondIt Media Capital, Buffalo 8, Little Nalu Pictures, Premiere Entertainment Group",US
Origin,2023-12-08,tt13321244,753336,"While investigating the global phenomenon of caste and its dark influence on society, a journalist faces unfathomable personal loss and uncovers the beauty of human resilience.",Ava DuVernay,"Aunjanue Ellis-Taylor, Niecy Nash-Betts, Jon Bernthal, Emily Yancy, Finn Wittrock",Drama,"ARRAY Filmworks, J4A",US
Napoleon,2023-11-22,tt13287846,753342,"An epic that details the checkered rise and fall of French Emperor Napoleon Bonaparte and his relentless journey to power through the prism of his addictive, volatile relationship with his wife, Josephine.",Ridley Scott,"Joaquin Phoenix, Vanessa Kirby, Tahar Rahim, Rupert Everett, Mark Bonnar","History, War, Romance","Apple Studios, Scott Free Productions",US
